video_id,channel_name,title,published_at,view_count,like_count,comment_count
I7UWi9_vqVE,KanalZero,STANO VS BIGOS,2025-12-07T13:30:32Z,35148,380,9
BoWfP2bZGxk,KanalZero,NIEBEZPIECZNA SYTUACJA NA LOTNISKU,2025-12-07T13:00:18Z,122037,327,18
iSBJytbLadc,KanalZero,KIZO VS BOKSER,2025-12-07T12:01:24Z,112413,636,31
3vXnPS79RxQ,KanalZero,"SEKRET MÓZGU, PANIKA WOKÓŁ VPN, TABELE ŻYCIA, AI PO ROZWODZIE, SZTUKA PICIA KAWY | TYGODNIK PSYLLOSA",2025-12-07T11:33:55Z,9487,446,22
xPkw2x4jiRo,KanalZero,GOLEC X BEDOES - JAK WYGLĄDAŁA WSPÓŁPRACA?,2025-12-07T11:31:02Z,34123,650,14
vSCm3wbYLWQ,KanalZero,ROMAN GIERTYCH DLA KANAŁU ZERO,2025-12-07T11:01:58Z,349710,4048,1171
J5xBsc6UKZk,KanalZero,NAWROCKI O DARIUSZU WIECZORKU,2025-12-07T10:30:10Z,2206635,47934,1162
kTd0VJQx1Cg,KanalZero,NAWROCKI Z WETOMATEM,2025-12-07T10:01:15Z,449290,6342,275
t9Bq0rj-Ka8,KanalZero,"DLACZEGO PREZYDENT WETUJE, TUSK, SIKORSKI, ŻUREK I PROCESY",2025-12-07T09:44:09Z,706054,17196,2159
_eK4lZyMyfM,KanalZero,CO LUBI JEŚĆ NAWROCKI?,2025-12-07T09:30:18Z,179675,2697,138
ehcd8NFCuSk,KanalZero,NAWROCKI UŁASKAWI ZIOBRO?,2025-12-07T09:01:07Z,175982,2510,152
FwSAwOJgs2U,KanalZero,"WETOMAT, NOMINACJE AMBASADORÓW I SPOWIEDŹ STANOWSKIEGO. NAJLEPSZE FRAGMENTY WYWIADU Z NAWROCKIM",2025-12-07T08:18:39Z,877119,28176,2923
-Sj-Sk_nleM,KanalZero,STANOWSKI TĘSKNI ZA BYCIEM DZIENNIKARZEM?,2025-12-07T08:03:59Z,198625,2807,69
XkhEKz7zr9A,KanalZero,"PREZYDENT ODBIERAŁ TELEFONY, MY ZBIERALIŚMY PIENIĄDZE. MIKOŁAJKI W KANALE ZERO",2025-12-07T00:25:37Z,1264115,40107,2447
9yr3kjwmCW0,KanalZero,NAWROCKI O SPRAWIE MALINKIEWICZ,2025-12-06T22:15:01Z,394220,13577,748
SsRj0DG4Szk,KanalZero,STARUCH OD LEGII WARSZAWA DZWONI DO NAWROCKIEGO,2025-12-06T22:05:01Z,985282,21776,851
_tBAA6a_g68,KanalZero,NAWROCKI O WECIE W SPRAWIE KRYPTOWALUT,2025-12-06T21:45:02Z,96456,3768,176
ItWNjHdXUpQ,KanalZero,NAWROCKI O USTAWIE ŁAŃCUCHOWEJ - CZ. 2,2025-12-06T21:30:07Z,187922,4997,220
auF8ntK6iRQ,KanalZero,STANOWSKI BYŁ U SPOWIEDZI?,2025-12-06T21:21:43Z,881302,15904,797
9_w-Md_bkZg,KanalZero,NAWROCKI O USTAWIE ŁAŃCUCHOWEJ - CZ. 1,2025-12-06T21:10:18Z,60847,1886,102
OsVGJBcxY9w,KanalZero,NAWROCKI O WECIE WOBEC 800+ DLA UKRAIŃCÓW,2025-12-06T21:00:26Z,434749,9611,441
LK2Bs2DMgK4,KanalZero,NAWROCKI MOCNO O ŻURKU: ZGASIŁBYM MU ŚWIATŁO ALE SĄ WAŻNIEJSZE SPRAWY,2025-12-06T20:40:00Z,468046,13978,1021
pubQcp-eYec,KanalZero,DLACZEGO NAWROCKI TYLE WETUJE?,2025-12-06T20:29:25Z,50494,1243,71
sTBW20qp8UQ,KanalZero,MARTA NAWROCKA RZĄDZI STANOWSKIM?,2025-12-06T20:00:45Z,1013984,19220,749
Z1cHxmecNwo,KanalZero,AUTO NAWROCKIEGO W KANALE ZERO,2025-12-06T19:45:02Z,288954,3021,201
h7uleclHYcc,KanalZero,NAWROCKI PRZYJECHAŁ DO KANAŁU ZERO,2025-12-06T19:27:14Z,375482,11533,591
-_jeU7TPEQg,KanalZero,STANOWSKI VS BOKSER,2025-12-06T18:40:00Z,670649,5431,92
ve3Q1PHd5-E,KanalZero,TO BYŁO ŁATWE,2025-12-06T18:31:18Z,27644,261,4
ZaSgW6qkvzA,KanalZero,JOANNA PINKWART NIE MIAŁA ŁATWO,2025-12-06T18:15:05Z,51803,489,28
d3xjTum2zcQ,KanalZero,ARLETA BOJKE ZGADUJE KIM JEST,2025-12-06T18:00:48Z,190993,1252,87
KwNvaveDQ8A,KanalZero,WYGRAŁ KOSZULKĘ ATHLETIC BILBAO,2025-12-06T17:45:01Z,13349,135,1
vsOljFHlxjM,KanalZero,KRZYSZTOF STANOWSKI GRA W CZÓŁKO,2025-12-06T17:35:12Z,242238,2144,83
V_tot-aJKDI,KanalZero,JAK WYGLĄDA KUCHNIA PREZYDENTA?,2025-12-06T17:15:02Z,134479,2083,143
S9ydlKwmbp4,KanalZero,USTAWIONE TELEFONY DO STUDIA?,2025-12-06T16:50:00Z,28023,369,15
xIaxCJ0vhdY,KanalZero,TEŻ MOŻESZ ZOSTAĆ MIKOŁAJEM,2025-12-06T16:36:52Z,13880,216,2
cc95X1_o82A,KanalZero,WIEMY GDZIE UKRYWA SIĘ ZIOBRO!,2025-12-06T15:56:25Z,12127,162,7
OjEwt9FX1rQ,KanalZero,POLICJANT CHCIAŁ ZABLOKOWAĆ BLOCKCHAINA,2025-12-06T15:30:16Z,34169,278,12
Ksd3tw41bYo,KanalZero,"LEWANDOWSKI NIE TRAFIŁ W BRAMKĘ, ALE U NAS TRAFIŁ",2025-12-06T15:00:41Z,12236,68,2
Cy-HF3NGSIQ,KanalZero,NIE MOŻNA TAK ROBIĆ! - MATCZAK O ZARADKIEWICZU,2025-12-06T14:30:13Z,18611,224,74
PuDPDlPFkvI,KanalZero,ZIELONA STRZAŁKA BEZ STOPU. BĘDĄ ZMIANY W PRZEPISACH | DROGOWE ZERO,2025-12-06T14:12:55Z,108555,3145,609
JljEMPNgzVU,KanalZero,NOWY SEZON STRANGER THINGS - JEST DOBRY?,2025-12-06T14:00:39Z,17662,155,5
Zc3Yfu_46QA,KanalZero,WYSOCKA-SCHNEPF MA NOWE PSEUDONIMY,2025-12-06T13:36:48Z,100861,2507,65
IL_rKLzOKiQ,KanalZero,NAJWIĘKSZA ZBIÓRKA W HISTORII. RODZICE WALCZĄ O SYNÓW,2025-12-06T12:02:32Z,29148,1406,290
BHr_NOaPgXg,KanalZero,REGULACJA KRYPTOWALUT - CZY TO KORZYSTNE?,2025-12-06T12:00:32Z,9253,72,4
KesmzMD5eyg,KanalZero,ROBERT MAZUREK OGŁASZA: NIE MA MIKOŁAJKÓW ALE ...,2025-12-06T11:30:21Z,70364,2259,59
Rd-UFuj_p6U,KanalZero,"TUSK O ROZLICZENIACH, GIERTYCH O SOCIAL MEDIACH. RADA KRAJOWA KOALICJI OBYWATELSKIEJ",2025-12-06T11:01:47Z,52705,1885,403
54aOQ_s8pvs,KanalZero,SEJM UCHWALIŁ BUDŻET NA 2026. ILE PIENIĘDZY ZABRAKNIE?,2025-12-06T10:00:16Z,13935,145,45
MZpJKNrCmUo,KanalZero,KEVIN SPACEY - CO SIĘ Z NIM DZIEJE?,2025-12-06T09:30:25Z,23607,247,25
zJ1Ns55zwGA,KanalZero,W POLSCE KRYPTOWALUTY SĄ SILNE,2025-12-06T09:01:43Z,14400,153,6
hKIEVIDorPo,KanalZero,PAŃSTWA I BANKI IDĄ W KRYPTOWALUTY. W POLSCE MYŚLĄ ŻE TYLKO ROSJA,2025-12-06T08:30:21Z,7168,94,10
aK2dJoxNiiU,KanalZero,"MAZUREK & STANOWSKI #77: POZEW OD WYSOCKIEJ-SCHNEPF, REPARACJE OD POLSKI DLA POLSKI",2025-12-06T08:00:02Z,869635,33778,2908
M149Ka3f1yo,KanalZero,KRYPTOWALUTY - MAFIJNE PIENIĄDZE CZY WALUTA PRZYSZŁOŚCI?,2025-12-05T21:52:13Z,41588,1085,177
UFX9foSXDKs,KanalZero,NAJGŁUPSZE WYPOWIEDZI POLITYKÓW O KRYPTOWALUTACH,2025-12-05T20:00:35Z,80585,3293,1195
wvHJCe1vniI,KanalZero,"HOLANDIA, JAPONIA, TUNEZJA - Z NIMI POLSKA MOŻE ZAGRAĆ NA MUNDIALU 2026!",2025-12-05T19:33:25Z,41496,556,49
1RlaMrU_aHs,KanalZero,JAK MOŻNA CHWALIĆ NAWROCKIEGO?,2025-12-05T19:30:00Z,179602,3257,233
gwzjy9EFbKw,KanalZero,ANTYHODOWLANA OBSESJA PO-PIS! (FILM KONFEDERACJI),2025-12-05T19:00:48Z,5365,339,147
VFixxrOtzws,KanalZero,"TUSK, BOGUCKI, MENTZEN. AFERA W SEJMIE WOKÓŁ KRYPTOWALUT | NAJLEPSZE FRAGMENTY",2025-12-05T18:07:54Z,246544,5908,1716
OLTSGkepOKM,KanalZero,"HOLANDIA, HISZPANIA, IRLANDIA I SŁOWENIA BOJKOTUJĄ EUROWIZJĘ",2025-12-05T17:06:45Z,82519,1240,185
BuQhLjmGQFE,KanalZero,"DZIENNIK NARODOWY #20: KOSMICZNA PRZYGODA ZIOBRY, TUSK ZAWIÓDŁ DZIECI, WYGWIZDANY NAWROCKI",2025-12-05T16:10:00Z,158986,9780,687
nb1gNY3Vc4M,KanalZero,TUSK ATAKUJE NAWROCKIEGO. TAJNE POSIEDZENIE I KRYPTOWALUTY,2025-12-05T15:35:08Z,95392,3031,653
cHfvWiSfBLQ,KanalZero,MIKOŁAJKI Z NAWROCKIM W KANALE ZERO,2025-12-05T15:12:10Z,234005,6539,356
n76T297FXlE,KanalZero,WOJNA NA UCHWAŁY W SĄDZIE NAJWYŻSZYM - NEO KONTRA PALEO,2025-12-05T14:00:06Z,18864,699,453
1Vcs7nMinLo,KanalZero,TRAGICZNY STAN POSLKIEJ SŁUŻBY ZDROWIA,2025-12-05T13:45:01Z,17436,513,30
QKiEDDXcYc8,KanalZero,UNIA EUROPEJSKA ZMIENI SIĘ CZY ROZPADNIE?,2025-12-05T13:15:06Z,82838,2223,179
11JtL2h9iP4,KanalZero,BRYŁKA OCENIA ŻURKA,2025-12-05T12:45:00Z,63453,975,28
sFTE07_gWWQ,KanalZero,DOM ZNISZCZONY PRZEZ RAKIETĘ. POMOC OD PAŃSTWA,2025-12-05T12:15:11Z,315955,2950,154
kpNRGtxX6kE,KanalZero,"ROKITA: ŻUREK SIĘ PIEKLI, SĄD NAJWYŻSZY STAWIA TAMĘ WŁADZY TUSKA",2025-12-05T12:01:57Z,142344,6655,456
jv0ieeKxwdM,KanalZero,BRYŁKA KOMENTUJE WETA PREZYDENTA,2025-12-05T11:30:57Z,89271,1687,148
MRQdtUDqkJs,KanalZero,MAMY DLA WAS ZADANIE,2025-12-05T11:15:10Z,16399,158,11
1ew6sYfd9s4,KanalZero,STANOWSKI ZAPRASZA NA MIKOŁAJKI Z KAROLEM NAWROCKIM,2025-12-05T11:00:05Z,30607,991,35
_EupcwolGAI,KanalZero,WALKA O POLSKĄ HISTORIĘ W BERLINIE,2025-12-05T10:45:05Z,23027,1162,44
MXCwkyHifYY,KanalZero,ANNA BRYŁKA O HODOWLACH FUTERKOWYCH,2025-12-05T10:30:15Z,105903,1891,217
msJq8MxxLD8,KanalZero,ODMÓWIŁ UŻYWANIA NEUTRALNYCH ZAIMKÓW. TRAFIŁ DO WIĘZIENIA,2025-12-05T10:00:12Z,127337,5940,1358
MZv6TS8HkpE,KanalZero,7:00 PRZYWRACANIE „DO ŻYWYCH” KULTOWYCH GIER. BYŁO SOBIE TRZECH JAPOŃCZYKÓW…,2025-12-05T09:53:21Z,40817,965,66
jxsp5JY9XLI,KanalZero,STANOWSKI ZABLOKOWANY PRZEZ ANNE BRYŁKĘ,2025-12-05T09:45:09Z,239970,4812,208
Ys31jlC7wPU,KanalZero,"NIE MA PIENIĘDZY NA LECZENIE, JEST NA PROMOCJĘ W TOP MODEL",2025-12-05T09:30:31Z,134263,2428,182
-EucC9Ju0eg,KanalZero,BRYŁKA O PAKCIE MIGRACYJNYM,2025-12-05T09:15:00Z,27785,979,32
PD0enX8-fAI,KanalZero,BRYŁKA O TVP,2025-12-05T09:00:43Z,72167,1118,83
CApkYjjj_o4,KanalZero,BRYŁKA O WSPIERANIU UKRAINY,2025-12-05T08:45:04Z,76144,1023,134
hgQjLwAVmA0,KanalZero,"KEVIN SPACEY - CYKL ŻYCIA AKTORA. KOLEJNE OSKARŻENIA, KOLEJNE TŁUMACZENIA",2025-12-05T08:26:23Z,108791,2916,215
VeZftQKzbB8,KanalZero,GODZINA ZERO #152: KRZYSZTOF STANOWSKI I ANNA BRYŁKA,2025-12-04T21:25:44Z,400705,14634,1698
nAMTF53dCb8,KanalZero,MORAWIECKI I BŁASZCZAK PRZED TRYBUNAŁEM STANU? ŻUREK KONTYNUUJE OFENSYWĘ,2025-12-04T19:40:00Z,23237,943,100
VjZT_wvj7j4,KanalZero,"STANOWSKI: ZAMKNIĘTE SZPITALE, NFZ, BANKRUCTWO I… SUKCESY",2025-12-04T17:54:29Z,656608,34781,4879
wkIkThSDi8s,KanalZero,UKRAIŃCY ZNALEŹLI CÓRKĘ PUTINA W PARYŻU. GDZIE JEST RESZTA JEGO DZIECI?,2025-12-04T17:17:36Z,118827,3849,913
DTiOxAT4Ahw,KanalZero,POSŁOWIE KŁÓCĄ SIĘ O SŁUŻBĘ ZDROWIA. JAK UZDROWIĆ NFZ?,2025-12-04T16:00:48Z,51754,1470,354
ZKqqfqYdQpw,KanalZero,POLITYCY KOMENTUJĄ WETO USTAWY ŁAŃCUCHOWEJ,2025-12-04T15:05:38Z,12354,100,39
5rFYfRyDT8E,KanalZero,"WIELKA AMERYKAŃSKA WOJNA? KTO ZA MADURO, KTO ZA TRUMPEM?",2025-12-04T14:31:16Z,83057,2076,264
QxBst57NiAQ,KanalZero,"POMNIK POLSKICH OFIAR W BERLINIE. RADZIEJOWSKA, INSTYTUT PILECKIEGO I ODKŁAMYWANIE HISTORII",2025-12-04T13:11:20Z,35450,1663,194
p9MWe4wfr8g,KanalZero,JOANNA PINKWART KOŃCZY DEBATĘ W ORGYINALNY SPOSÓB,2025-12-04T13:01:46Z,83859,461,12
jGsCQo3XZEc,KanalZero,TUSK APELUJE: NFZ NIE JEST BANKRUTEM,2025-12-04T12:31:09Z,23371,170,160
sI_vomUcGQ4,KanalZero,WALCZYŁA Z KORUPCJĄ. TERAZ JEST O NIĄ OSKARŻONA,2025-12-04T12:01:57Z,21634,362,11
J5svwsk2BHM,KanalZero,DONALD TUSK - MISTRZ FIKOŁKÓW. PREMIER PIEJE JAK WIATR ZAWIEJE,2025-12-04T11:17:54Z,187347,7363,978
LaJu5huRguk,KanalZero,GAWKOWSKI RYMUJE W KANALE ZERO,2025-12-04T11:00:49Z,142807,1174,74
NDZOditLjDQ,KanalZero,CO DO TEJ PORY ZAWETOWAŁ NAWROCKI?,2025-12-04T10:31:45Z,21468,466,53
nTCLZS8LnxI,KanalZero,O CO WALCZĄ ROSJANIE?,2025-12-04T09:15:07Z,49340,411,49
SAa_vytswMg,KanalZero,"KULISY ""THE VOICE OF POLAND"". MAGNET FISHING: CZY NA TYM MOŻNA ZAROBIĆ?",2025-12-04T09:14:28Z,35759,897,46
xksZmNNIiW0,KanalZero,POLITYK KO DOCENIA JAROSŁAWA KACZYŃSKIEGO,2025-12-04T08:50:01Z,23765,172,18
2DpJMujz1zc,KanalZero,CI POLITYCY BARDZO SIĘ CENIĄ,2025-12-04T08:30:03Z,22509,126,4
-404J5MJkcY,KanalZero,ILE USTAW WETOWALI PREZYDENCI?,2025-12-04T08:20:00Z,400372,2631,412
xrIeUoNZUfw,KanalZero,RAKIETA Z F-35 ZNISZCZYŁA IM DOM. CO ROBI MINISTERSTWO?,2025-12-04T08:01:17Z,114871,4366,696
lF9LtT6yiOU,KanalZero,WIPLER VS GRAMATYKA I JASKULSKI,2025-12-04T08:00:58Z,29764,388,33
wuponCbXv4M,KanalZero,"RZESZÓW, NADCHODZIMY!",2025-12-04T07:43:56Z,15612,129,29
qUJ9Jwp1RUM,KanalZero,DEBATA: WETA KAROLA NAWROCKIEGO,2025-12-03T21:34:15Z,113334,2534,536
ZK6Vn9RL0y8,KanalZero,NAWROCKI PO SPOTKANIU Z PREZYDENTAMI GRUPY V4,2025-12-03T21:00:46Z,11991,205,4
bdmWmIzBXy4,KanalZero,TECHNOLOGIA MALINKIEWICZ W KANALE ZERO,2025-12-03T19:05:15Z,624405,14335,974
cW718N-YQpo,KanalZero,FEDERICA MOGHERINI I KORUPCJA. KOLEJNY TAKI PRZYPADEK NA SALONACH UNII,2025-12-03T18:09:59Z,65451,3189,388
qyFl0l4-YgU,KanalZero,NAWROCKI NA JARMARKU ŚWIĄTECZNYM,2025-12-03T18:04:39Z,362684,9248,825
ltKUcib0J1E,KanalZero,NAWROCKI - WETOMAT CZY STRAŻNIK PRAWORZĄDNOŚCI?,2025-12-03T17:32:57Z,17320,267,34
eZCsz3_sCwY,KanalZero,JUŻ W TĘ SOBOTĘ! KAROL NAWROCKI W KANALE ZERO,2025-12-03T16:45:07Z,22113,278,20
hcMXqOEuvMQ,KanalZero,WETO NAWROCKIEGO WS. KRYPTOWALUT: ANALIZA. DLACZEGO TO ZROBIŁ?,2025-12-03T16:39:13Z,43283,1448,316
HtQzF6jQULg,KanalZero,NAWROCKI POPEŁNIŁ BŁĄD?,2025-12-03T16:04:25Z,24678,154,53
1CTdc09fvgk,KanalZero,SEJM ODRZUCI WETO NAWROCKIEGO? NAWET KACZYŃSKI BYŁ ZA USTAWĄ KAGAŃCOWĄ,2025-12-03T15:30:02Z,44128,1263,423
k5YtPhNEekQ,KanalZero,TO JUŻ OSTATNIA SZANSA,2025-12-03T15:01:34Z,16896,140,13
CH5F2Bp6ous,KanalZero,"WYSŁANNICY TRUMPA NIE ZAŁATWILI POKOJU, ZEŁENSKI CORAZ SŁABSZY. CO DALEJ Z UKRAINĄ?",2025-12-03T14:30:10Z,83257,2137,361
KQBUgaxME5A,KanalZero,GAWKOWSKI NIC NAM NIE ZAŁATWI,2025-12-03T14:00:40Z,63355,420,18
tGplE81YZ6Y,KanalZero,"USTAWA ŁAŃCUCHOWA, WIATRAKOWA I INNE. CO DO TEJ PORY ZAWETOWAŁ NAWROCKI?",2025-12-03T13:30:54Z,37652,1526,175
oNymgPX24zs,KanalZero,"NAWROCKI I WETO USTAWY ŁAŃCUCHOWEJ. BŁĄD CZY SŁUSZNA DECYZJA, CO DALEJ?",2025-12-03T12:35:08Z,47189,1963,652
qYYvMEuQ01U,KanalZero,PREZENT ADWENTOWY,2025-12-03T12:15:16Z,10698,111,3
lCUyMxz4G5Y,KanalZero,TRYBUNAŁ STANU DLA ZBIGNIEWA ZIOBRO?,2025-12-03T11:53:35Z,19553,161,25
0gLxGv7n3d4,KanalZero,PRZYLECIAŁ DO KANAŁU ZERO PRYWATNYM SAMOLOTEM,2025-12-03T11:15:00Z,231969,2381,241
SNHQURsTQjo,KanalZero,RZEŹBIENIE W LODZIE - JAK TO ROBIĆ?,2025-12-03T11:01:03Z,9935,43,1
djIJlgDSr4o,KanalZero,CZY GIEŁDA TO HAZARD?,2025-12-03T10:31:36Z,24583,405,20
Utr3V_qp_84,KanalZero,GAWKOWSKI O SPRAWIE OLGI MALINKIEWICZ,2025-12-03T09:01:00Z,271059,3198,195
6MmJmggjmEo,KanalZero,"7:00 WOLNY&WARGA | GOLCE ŚPIEWAJĄ, CHĘĆ POKAZUJE SEJM, GAPEK TŁUCZE KARAFKĘ",2025-12-03T08:55:26Z,31649,829,30
u7BzPTvuQjc,KanalZero,WYŚCIG NA KSIĘŻYC (ZNOWU). CHIŃCZYCY CHCĄ ZBUDOWAĆ TAM SWOJĄ BAZĘ | TECHNOLOGICZNE ZERO #18,2025-12-03T08:49:40Z,32327,1314,159
BfKOgpKyKSU,KanalZero,KAROL NAWROCKI Z WIZYTĄ NA WĘGRZECH,2025-12-03T08:40:00Z,84319,2439,262
7RAqbQ6dvSg,KanalZero,GAWKOWSKI O WECIE W SPRAWIE KRYPTOWALUT,2025-12-03T08:30:05Z,17445,127,72
hNuqjE30rPo,KanalZero,WETO PREZYDENTA BYŁO GŁUPIE,2025-12-03T08:15:03Z,34379,192,72
OexXTqJ-tAU,KanalZero,GAWKOWSKI: PREZYDENTOWI SIĘ COŚ POMYLIŁO,2025-12-03T08:00:29Z,411232,5516,773
GED_wcnX2K0,KanalZero,GAWKOWSKI O ŚPIEWANIU MIĘDZYNARODÓWKI,2025-12-03T07:45:17Z,22605,338,43
BtKD5Dc8iig,KanalZero,GODZINA ZERO #151: KRZYSZTOF STANOWSKI I KRZYSZTOF GAWKOWSKI,2025-12-02T21:59:17Z,281114,5451,1351
G8nH3JIMIS8,KanalZero,PROSTO Z NOWO: KLIMATYCZNE SZALEŃSTWO! (FILM PRAWA I SPRAWIEDLIWOŚCI),2025-12-02T19:10:00Z,10369,263,77
bgAThkjR800,KanalZero,PIOSENKI AI PODBIJAJĄ POLSKĘ. CZYM JEST KUTA* RECORDS?,2025-12-02T18:45:01Z,40930,266,26
CGQPCCPuiEk,KanalZero,JAK NIE NIEMCY TO TUSK ZAPŁACI POLSKIM OFIAROM WOJNY,2025-12-02T18:15:01Z,35340,812,118
JLpuy1aVtaM,KanalZero,GÓRNICZY DRAMAT. ZWALNIAJĄ WSZYSTKICH TUŻ PRZED ŚWIĘTAMI,2025-12-02T17:45:01Z,99514,2744,1376
h1mWeHXcuc4,KanalZero,WULGARNE AI PRZEJĘŁO SPOTIFY. PIERWSZY WYWIAD Z VIRALOWYM TWÓRCĄ. ZABAWA CZY PRZEGIĘCIE?,2025-12-02T16:15:05Z,175446,6665,1205
D9L6sIMlQtM,KanalZero,NAWROCKI I WOJENKA W PIS-IE. KACZYŃSKI SIEDZI I SIĘ CIESZY,2025-12-02T15:02:40Z,42214,1973,182
8wcuiscCLdg,KanalZero,DRUGIE WYZWANIE ADWENTOWE,2025-12-02T14:55:14Z,159467,1302,35
s4l07CLFY_E,KanalZero,DONALD TUSK WSZECHMOCNY. TYLKO ON SAM MOŻE SIEBIE POKONAĆ,2025-12-02T12:50:02Z,172564,7084,1050
W4riMcpwBn8,KanalZero,"BURZA WOKÓŁ ENERGI. POLSKIE SATELITY W KOSMOSIE, BIELIK AI ROZWIJA SKRZYDŁA | RYNKI OD ZERA #22",2025-12-02T11:59:06Z,28370,1048,45
uKzFf3FyHXs,KanalZero,CO MU SIĘ STAŁO?,2025-12-02T11:01:49Z,22413,113,3
FZtR0xmX9-Y,KanalZero,ANDRZEJ DUDA O PRZEJĘCIU TVP,2025-12-02T10:24:23Z,27429,282,33
yR0jNi27Pzw,KanalZero,KALENDARZ ADWNETOWY ZERO,2025-12-02T09:30:37Z,19272,276,3
GFBt9NzOtjk,KanalZero,USA DOCISKAJĄ WENEZUELĘ. JAK TO SIĘ SKOŃCZY?,2025-12-02T09:00:22Z,24943,284,18
6WgmobzDH28,KanalZero,7:00 WUWUNIO & AGNIESZKA KOŁODZIEJSKA - PORANEK!,2025-12-02T08:45:39Z,29697,716,35
fK_WmHhS3ho,KanalZero,UKRAIŃCY W POLSCE POWINNI BRONIĆ POLSKI W RAZIE WOJNY?,2025-12-02T08:45:04Z,26832,1069,92
bMRlBsqCgoI,KanalZero,"ROŚNIE POPARCIE DLA BRAUNA, SIKORSKI CHCE GO ZDELEGALIZOWAĆ",2025-12-02T08:15:03Z,220400,9408,3268
YSxxJmiITfY,KanalZero,NATO PODEJMIE DZIAŁANIA?,2025-12-02T08:00:42Z,12297,341,5
qE--zZt7QUA,KanalZero,PLAN POKOJOWY UKRAINA - ROSJA ZOSTANIE ZREALIZOWANY?,2025-12-02T07:45:05Z,24732,640,23
ajYgQacFMJY,KanalZero,CZY TO JEST POTRZEBNE POLSCE?,2025-12-02T07:30:01Z,22343,698,52
5bnGeJyGXsM,KanalZero,GROUND ZERO #97: JAK NAPISAĆ DOBRĄ STRATEGIĘ,2025-12-01T21:37:40Z,37945,1269,111
T0KK6a6KmVA,KanalZero,TUSK O ODSZKODOWANIACH DLA POLSKI... OD POLSKI. MERZ ODDAJE DZIEŁA SZTUKI,2025-12-01T19:11:13Z,181631,5613,1555
UKvgynmDPiw,KanalZero,CHAOS WOKÓŁ S7. KILKASET DOMÓW DO WYBURZENIA?,2025-12-01T17:30:09Z,80672,2299,826
GPTLcD699jw,KanalZero,CZY TRUMP ROZPOCZNIE WOJNĘ? AMERYKANIE STAWIAJĄ ULTIMATUM WENEZUELI,2025-12-01T16:30:05Z,188587,4163,494
Eu5hUFS-Xtg,KanalZero,SARA GIRGIS ŚPIEWA NA ŻYWO W KANALE ZERO,2025-12-01T15:00:28Z,23987,84,19
T4_hhHyPyt0,KanalZero,NAWROCKI ODWOŁAŁ SPOTKANIE Z ORBANEM - ZACHWYTY I OBURZENIE. DYSKUSJA ZERO,2025-12-01T14:40:56Z,88607,2958,1012
nbCNU64pwDc,KanalZero,GIGANTYCZNY KARAMBOL NA DRODZE!,2025-12-01T14:02:10Z,96262,679,87
V6yG8YEoqwo,KanalZero,CZYM JEST DEAFLYMPICS?,2025-12-01T12:30:46Z,26256,205,18
nE7o6yWVl_g,KanalZero,"SPÓR O IGRZYSKA - DUDA, MENTZEN, TUSK, TRZASKOWSKI",2025-12-01T12:20:28Z,47227,2119,274
b2P8Pa-8Nsw,KanalZero,"0:0 - BRUTALNE DERBY LONDYNU, BARCELONA LIDEREM LA LIGA",2025-12-01T12:14:05Z,26828,639,33
AZoH7q_Ss6Q,KanalZero,DUDA: TUSK I ZEPSUTE ELITY ŁAMAŁY PRAWORZĄDNOŚĆ,2025-12-01T10:00:17Z,29906,1392,244
ZVhtdGkrRl4,KanalZero,7:00 PIOSENKA Z FURIOZY 2 NA ŻYWO. GŁUSI SPORTOWCY ROBIĄ FURORĘ NA ŚWIECIE,2025-12-01T08:43:08Z,35300,836,34
_0YJsf-DPyw,KanalZero,"DRĄŻYLI TUNEL, ZNISZCZYLI KAMIENICĘ. LOKATORZY BEZ MIESZKAŃ. ICH APEL DO PREMIERA - BEZ ODZEWU",2025-12-01T08:00:54Z,133164,3294,883
2CEVZdBEmMM,KanalZero,ZERO ABSOLUTNE #32: PAWBEATS,2025-11-30T21:31:14Z,51238,1384,117
G_kqmpmUH-c,KanalZero,"DWA WIELKIE ZWYCIĘSTWA ALEKSANDRA MACEDOŃSKIEGO | BITWY, KAMPANIE, WOJNY #59",2025-11-30T17:00:25Z,26463,1601,133
CN-gd5Ae7Vo,KanalZero,JAK PODRÓŻOWAĆ NA UKRAINIE?,2025-11-30T16:00:17Z,66542,429,71
UY7jPv5kHG8,KanalZero,KOSZE NA ŚMIECI ZA PÓŁ MILIONA,2025-11-30T15:00:56Z,212707,5771,601
7dZGN-teWog,KanalZero,"DYMISJE U ZEŁENSKIEGO - CZY WYSTARCZĄ, PAPIEŻ A TURCJA, AFRYKAŃSKI HITLER | ŚWIAT OD ZERA #84",2025-11-30T14:00:09Z,85438,2841,278
xKMxjx-hdNw,KanalZero,"HORMONY NA SIŁOWNI, BICIE TEŚCIA - MITY I CIEMNE STRONY | ZERO ZNIECZULENIA #65",2025-11-30T12:31:29Z,68480,1929,584
Cu3x_mLxPvk,KanalZero,CZY CZERWONE MIĘSO SZKODZI? | DIETETYCZNE ZERO #20,2025-11-30T10:30:12Z,32614,1286,282
PfwvvE_FMjw,KanalZero,CHIRURGIA FANTOMOWA - KOLEJNE OSZUSTWO MEDYCZNE,2025-11-30T10:00:49Z,23649,147,4
sqx1AM0400c,KanalZero,POLITYCZNY KALENDARZ ADWENTOWY,2025-11-30T09:30:27Z,185145,5077,371
