video_id,channel_name,title,published_at,view_count,like_count,comment_count,duration,category_id
UsmyyUmNvUA,KanalZero,"CZY IZRAEL ZNISZCZYŁ INSTALACJE NUKLEARNE IRANU, CO DALEJ Z DEPORTACJAMI Z USA | ŚWIAT OD ZERA #61",2025-06-15T13:01:02Z,236868,5700,495,PT53M26S,22
D1VI7hKOZNg,KanalZero,POSŁANKA PIS OŚMIESZYŁA SIĘ ATAKUJĄC TUSKA,2025-06-15T12:00:31Z,148953,2984,56,PT1M44S,22
DZMyO4N47nw,KanalZero,MAZUREK: LUDZIE NAWROCKIEGO IDĄ NA BÓJ Z TUSKIEM,2025-06-15T11:00:18Z,979185,27653,2447,PT22M6S,22
jZXWj7Cz3iY,KanalZero,KAMMEL KOMENTUJE TAŚMY TUSKA I GIERTYCHA,2025-06-15T10:01:08Z,99745,2727,77,PT1M27S,22
4dYswRzGbCk,KanalZero,"GRUPA BILDERBERG: WSZYSTKO, CO WIEMY. CO DZIEJE SIĘ ZA ZAMKNIĘTYMI DRZWIAMI?",2025-06-15T09:00:10Z,447635,12252,1734,PT11M58S,22
JY_lRFQ6dIk,KanalZero,CZASEM TRZEBA ODPOCZĄĆ - REGATY KANAŁU ZERO,2025-06-15T08:00:33Z,22894,231,8,PT2M15S,22
PbXhOsRgkFM,KanalZero,CO TAK NAPRAWDĘ POWIEDZIAŁ GIERTYCH? | TELEKAMMELA #12,2025-06-15T07:00:23Z,211903,13626,797,PT10M22S,22
k5SDDv3Qj7Y,KanalZero,WOJNA IRAN-IZRAEL: KOLEJNE NALOTY I GROŹBY. ŚWIAT BEZ POMYSŁU NA JEJ POWSTRZYMANIE,2025-06-14T17:26:21Z,453366,11343,1858,PT19M22S,22
LurN9D1NP1Q,KanalZero,"TUSK I GIERTYCH NA TAŚMACH. ZJ**Y, CHIŃCZYCY I PODPISY",2025-06-14T15:40:21Z,785471,26564,3798,PT10M55S,22
xOwavX92LRw,KanalZero,SZTYNORT I PIERWSZE REGATY KANAŁU ZERO. KTO WYGRAŁ WYŚCIG NA MAZURACH?,2025-06-14T14:00:16Z,73242,2377,153,PT14M48S,22
K-nOpOQwK1s,KanalZero,DOJEDZIEMY WSZĘDZIE BYLE BY TO NIE BYŁO W POLSCE,2025-06-14T13:00:34Z,112223,3806,130,PT2M56S,22
Cf3ZjMqmzEo,KanalZero,KOSIARKI VS NATURA. RATOWANIE MŁODYCH SARENEK I ZAJĘCY | GATUNEK ZERO #63,2025-06-14T12:00:19Z,30450,1899,176,PT28M41S,22
OgpD5Ap1yk0,KanalZero,CZY NADCHODZI NOWA WIELKA WOJNA?,2025-06-14T11:05:00Z,55023,1235,83,PT46S,22
4rN5vfMW9SU,KanalZero,WOJNA IZRAELA Z IRANEM. CO TRZEBA WIEDZIEĆ O PAŃSTWIE PERSÓW?,2025-06-14T10:00:07Z,260471,7450,1080,PT9M32S,22
s2j2VNNvUUQ,KanalZero,"MAZUREK & STANOWSKI #60: KOSZMARNY BŁĄD MARTY NAWROCKIEJ, POSŁANKA PIS VS AI, POCIĄG PSL W ALPY",2025-06-14T07:00:50Z,1067216,37182,2555,PT47M55S,22
nVbq4f6tFg0,KanalZero,LOŻA ZERO #5: BEZPIECZEŃSTWO NA BLISKIM WSCHODZIE,2025-06-13T19:41:54Z,59902,1286,67,PT1H28M16S,22
R4i0MK4guDU,KanalZero,IZRAEL STRĄCA RAKIETY Z IRANU NAD ICH GŁOWAMI. MARIA STEPAN NADAJE Z SYRII,2025-06-13T16:20:01Z,175336,6706,474,PT5M55S,22
4I9eK8138u8,KanalZero,"PRZEŻYŁ KATASTROFĘ SAMOLOTU W INDIACH. KIM JEST MĘŻCZYZNA, KTÓREMU PRAKTYCZNIE NIC SIĘ NIE STAŁO",2025-06-13T16:00:12Z,235601,5392,647,PT7M55S,22
HXEeqPabqqQ,KanalZero,JACEK MURAŃSKI MINISTREM KULTURY?,2025-06-13T15:30:14Z,109457,1641,85,PT46S,22
Uca2wTcxo6g,KanalZero,JAN ROKITA: TUSK ODDAJE HOŁD IDEOM KACZYŃSKIEGO. DLA PIS TO PROBLEM,2025-06-13T13:12:02Z,238519,11939,1340,PT38M7S,22
ktIBdOTWWJQ,KanalZero,CZY MAREK PAPSZUN NADAJE SIĘ DO PROWADZENIA REPREZENTACJI POLSKI?,2025-06-13T12:30:56Z,97740,1042,141,PT2M48S,22
_lL21sRYJm0,KanalZero,DLACZEGO IZRAEL ZAATAKOWAŁ IRAN?,2025-06-13T11:30:36Z,131702,1975,496,PT51S,22
Hxcj0sPQ-_g,KanalZero,IZRAEL ZBOMBARDOWAŁ IRAN. CZY WYBUCHNIE PEŁNOSKALOWA WOJNA NA BLISKIM WSCHODZIE?,2025-06-13T10:30:10Z,486250,13225,2544,PT14M2S,22
b41E0prB4L4,KanalZero,"KONIEC WOJNY TRUMPA Z MUSKIEM? ELON PRZEPROSIŁ, DONALD DOCENIŁ I JEST HAPPY END",2025-06-13T08:35:00Z,152179,5740,459,PT10M57S,22
UAML7Gxln-4,KanalZero,"7:00 ATAK NA IRAN, SZALONY CLOWN W STUDIU I KONIEC PROBIERZA",2025-06-13T07:54:24Z,71688,1496,98,PT2H45M6S,22
ikPkSEECLbA,KanalZero,NAWAŁKA WRÓCI DO REPREZENTACJI?,2025-06-13T06:30:21Z,115845,1049,90,PT1M42S,22
5aSIPEvCezU,KanalZero,"KTO PO PROBIERZU? WYBIERAMY NOWEGO SELEKCJONERA I STANOWSKI, KOWAL, LEŚNODORSKI, RUDZKI",2025-06-12T19:58:55Z,334237,6900,685,PT1H51M26S,22
hp1x7sYOqig,KanalZero,STANOWSKI: PROBIERZ ZWOLNIONY. I CO TERAZ?,2025-06-12T17:59:28Z,593995,17077,1347,PT14M38S,22
IwobsxIJ7vc,KanalZero,ZABAWKA Z TIKTOKA ZA 1000ZŁ. O CO CHODZI?,2025-06-12T17:10:00Z,153777,1613,141,PT1M19S,22
Ljgnlqmqbrc,KanalZero,ZIEMNIACZANE WYBRYKI KINGI GAJEWSKIEJ UDERZAJĄ W TRZASKOWSKIEGO. MAZUREK KOMENTUJE,2025-06-12T16:05:00Z,784406,31465,3479,PT19M37S,22
zOpV51d7bcM,KanalZero,PONAD 200 OFIAR KATASTROFY LOTNICZEJ W INDIACH. TO PIERWSZA KATASTROFA Z UDZIAŁEM  DREAMLINERA,2025-06-12T15:02:26Z,322628,7889,965,PT14M4S,22
Yj7l_EVF9kk,KanalZero,MOCNY TELEFON DO POLITYKÓW OD STARSZEJ KOBIETY,2025-06-12T13:01:04Z,58731,1185,171,PT2M58S,22
Q8DhUiojNlI,KanalZero,AWANTURA LEWANDOWSKI – PROBIERZ. HIMALAJE OBCIACHU. TOMASZ KAMMEL KOMENTUJE,2025-06-12T12:30:26Z,82756,3395,193,PT10M,22
3kMWqeSCShc,KanalZero,KATASTROFA SAMOLOTU W INDIACH,2025-06-12T11:24:10Z,182685,1936,156,PT1M14S,22
2GlNwiCwxUg,KanalZero,NA TYM POLEGA DEMOKRACJA,2025-06-12T11:00:07Z,66946,3768,406,PT2M27S,22
KMeTW30GSaU,KanalZero,DWA ZAMACHY W EUROPEJSKICH SZKOŁACH JEDNEGO DNIA. CO SIĘ DZIEJE Z DZIECIAKAMI? PSYCHIATRA WYJAŚNIA,2025-06-12T10:43:21Z,125031,5994,1323,PT27M16S,22
N_k4t-vgR7I,KanalZero,MICHAŁ PROBIERZ PODAŁ SIĘ DO DYMISJI! CO DALEJ Z KADRĄ? DZWOŃCIE!,2025-06-12T10:18:56Z,131121,2544,248,PT2H7M1S,22
K76Z3G2iXjE,KanalZero,MAZUREK SZCZERZE O TUSKU: PODDAŁ SIĘ,2025-06-12T09:30:10Z,312565,11117,377,PT2M30S,22
XU3d7Ka3EYw,KanalZero,KOŁODZIEJCZAK NA COLLEGIUM HUMANUM. CZY WICEMINISTER KUPIŁ DYPLOM?,2025-06-12T09:00:45Z,333591,11121,1456,PT11M19S,22
2oOOLGOaNK4,KanalZero,7:00 JAK ZAPLANOWAĆ ŚLUB I SIĘ NIE POZABIJAĆ? PRZYGODY WODZIREJA. DOMAGAŁA LEPSZY OD SHEERANA,2025-06-12T08:02:32Z,51359,1037,31,PT2H48M51S,22
4kRXNkQSij0,KanalZero,MICHAŁ PROBIERZ - ZOSTAWIĆ CZY ZWOLNIĆ? DZWOŃCIE!,2025-06-11T21:00:02Z,129572,2291,114,PT1H40M50S,22
Z15eta7kH4U,KanalZero,"ROBERT MAZUREK I WOTUM ZAUFANIA DLA TUSKA. PROGRAM SPECJALNY: MATYSIAK, FOGIEL, ŚLIZ",2025-06-11T19:09:38Z,236921,6600,453,PT1H56M6S,22
EaPwQNPA4wo,KanalZero,"MAZUREK: TUSK SIĘ SKOŃCZYŁ, A KOALICJA SIĘ ZUŻYŁA. POSŁOWIE WYSYŁAJĄ PREMIERA NA EMERYTURĘ",2025-06-11T18:09:45Z,1035450,44333,3611,PT18M21S,22
dTYbp3d_XvI,KanalZero,STANOWSKI: CZY PROBIERZ ZOSTANIE? PIŁKARZE TOTALNYMI LAMUSAMI,2025-06-11T17:07:09Z,666725,20800,1562,PT21M13S,22
geAQREC8pdg,KanalZero,MACIEREWICZ O TUSKU I KATASTROFIE SMOLEŃSKIEJ,2025-06-11T15:45:07Z,38973,685,88,PT1M23S,22
LSBOfn0F9J0,KanalZero,DONALD TUSK Z WOTUM ZAUFANIA. PROGRAM SPECJALNY,2025-06-11T15:43:10Z,775244,9987,124,PT8H23M50S,22
hpQYmfhbnpk,KanalZero,"TUSK Z WOTUM ZAUFANIA. OPOZYCJA KRYTYKUJE ""NUDNE"" EXPOSE PREMIERA",2025-06-11T15:20:21Z,364297,11338,1370,PT19M21S,22
Ty2RKYSyAE4,KanalZero,RAPORT ROSYJSKICH SŁUŻB: CHINY SĄ NAJWIĘKSZYM ZAGROŻENIEM DLA ROSJI,2025-06-11T13:30:33Z,130151,4318,315,PT10M15S,22
E-L-7r5QFkU,KanalZero,STANOWSKI ODBIERA TELEFON OD PREZESA PZPN,2025-06-11T12:35:16Z,285469,4098,137,PT1M12S,22
Mgx5DVqQaus,KanalZero,GOOGLE VEO 3 - VIRALOWY TREND CZY NARZĘDZIE DEZINFORMACJI?,2025-06-11T11:10:00Z,83204,2865,222,PT14M13S,22
XnHT2lcCUK0,KanalZero,JAKUBIAK PODSUMOWUJE RZĄD TUSKA,2025-06-11T11:01:02Z,84335,3596,170,PT1M3S,22
4_RQ4ioae8s,KanalZero,TUSK SŁUŻY NIEMCOM - CZARNEK MOCNO O PREMIERZE,2025-06-11T10:30:03Z,102345,2965,166,PT1M5S,22
uQbHdt_kNdU,KanalZero,ADRIAN ZANDBERG OSTRO DO DONALDA TUSKA,2025-06-11T10:14:00Z,347800,11731,447,PT1M10S,22
AHpwHnp7FOQ,KanalZero,LIBERALNE MEDIA WIESZCZĄ UPADEK TUSKA. MOŻE GO ZASTĄPIĆ SIKORSKI,2025-06-11T07:37:00Z,146998,5913,457,PT16M7S,22
cBjsLAU7lTI,KanalZero,7:00 CZY POŚREDNICY I AGENCI NAS OSZUKUJĄ PRZY ZAKUPIE MIESZKANIA?,2025-06-11T07:03:02Z,53048,1049,59,PT1H58M2S,22
ezGJxQckXoQ,KanalZero,"FINLANDIA - POLSKA 2:1. LIVE PO MECZU. RUDZKI, TWARO, WŁODARCZYK, ORŁOWSKI",2025-06-10T23:20:09Z,233733,4008,336,PT1H49M51S,22
WlayGUSKhok,KanalZero,"LOŻA ZERO #4: OCENIAMY RZĄD DONALDA TUSKA – WIDZOWIE, KŁODA, KOŻUSZEK I WARGA",2025-06-10T19:13:16Z,76022,2376,147,PT2H3M19S,22
XjwQdpc_vGU,KanalZero,MĄDROŚCI POLITYCZNE MARCINA GORTATA I INNYCH PRZEDSTAWICIELI SAMOZWAŃCZYCH ELIT,2025-06-10T16:30:43Z,622360,29877,4253,PT21M13S,22
5nLoiTykNkA,KanalZero,CO SIĘ DZIEJE W KALIFORNII?,2025-06-10T15:30:05Z,254137,5845,619,PT2M40S,22
-Pe-7hx0PBk,KanalZero,STANOWSKI O LEWANDOWSKIM I PROBIERZU,2025-06-10T14:45:01Z,422812,5672,325,PT1M7S,22
zEatgvmzG4k,KanalZero,RUBCOW NADAL BEZ WYROKU ZA SZPIEGOSTWO. JEGO DZIAŁALNOŚĆ POZOSTAJE TAJEMNICĄ KANCELARII PREMIERA,2025-06-10T14:01:28Z,46329,2133,133,PT8M49S,22
QEArKdEGMP8,KanalZero,25 LAT PUCHARU TYMBARKU - CZY ZNAJDZIEMY KOLEJNE DZIECIĘCE TALENTY NA MIARĘ PAJOR CZY ZIELIŃSKIEGO?,2025-06-10T12:00:46Z,10887,492,41,PT12M34S,25
GaONPzP9r-I,KanalZero,ROSYJSKIE GROŹBY NIE SPEŁNIŁY SIĘ,2025-06-10T11:30:25Z,68004,1484,86,PT2M14S,25
EnxMUCVVxsY,KanalZero,REPREZENTACJA POLSKI TO MEM,2025-06-10T10:20:00Z,99119,955,90,PT2M1S,17
019GyHHuT0o,KanalZero,GRETA THUNBERG ZATRZYMANA PRZEZ IZRAEL. STREFA GAZY WCIĄŻ ODCIĘTA OD POMOCY,2025-06-10T10:00:01Z,137532,6179,1698,PT8M23S,22
8vAw5CQzUT8,KanalZero,"7:00 MALOWANIE FIGUREK ZA DZIESIĄTKI TYSIĘCY ZŁOTYCH, CZY POLACY SĄ PRZYGOTOWANI NA WOJNĘ?",2025-06-10T07:53:44Z,59350,1499,64,PT2H40M1S,22
5KHKvkQQ-t8,KanalZero,MAZUREK WYBIERA RZECZNIKA RZĄDU TUSKA!,2025-06-10T07:16:48Z,628120,23466,1760,PT19M21S,22
0XgHCFNS4lw,KanalZero,GROUND ZERO #72: DRONY I NOWE TECHNOLOGIE NA WOJNIE,2025-06-09T20:13:59Z,99558,2555,152,PT2H2M5S,25
K3_sgtmcmLs,KanalZero,LOŻA ZERO #3 – AWANTURA O LICZENIE GŁOSÓW,2025-06-09T18:00:33Z,75906,1941,268,PT1H50M56S,22
lz21feKwLt0,KanalZero,ZAMIESZKI W LOS ANGELES PO DEPORTACJI NIELEGALNYCH IMIGRANTÓW. TRUMP WYSŁAŁ GWARDIĘ NARODOWĄ,2025-06-09T17:01:02Z,365463,12270,1137,PT12M26S,22
nL3H-vebfr8,KanalZero,"STANOWSKI: LEWANDOWSKI VS PROBIERZ, O CO TAK NAPRAWDĘ CHODZI?",2025-06-09T14:57:43Z,1176897,35721,4042,PT25M14S,22
emUDJ7ug1G4,KanalZero,CZY WYBORY MOGĄ ZOSTAĆ POWTÓRZONE?,2025-06-09T13:09:43Z,63200,1432,102,PT43S,22
6XqizmVTygE,KanalZero,"UKRAINA SPIERA SIĘ Z POLSKĄ O WOŁYŃ, A INTERESY ZAŁATWIA Z FRANCJĄ I NIEMCAMI",2025-06-09T11:00:09Z,176657,6813,1633,PT10M23S,22
KJ5JC0qhrgo,KanalZero,CO DAŁA ZMIANA RZĄDU?,2025-06-09T10:30:19Z,71098,1692,111,PT42S,22
w-VntEgYqDI,KanalZero,ZADYMA W REPREZENTACJI. LEWANDOWSKI TRACI OPASKĘ I ODCHODZI. ZIELIŃSKI NOWYM KAPITANEM PROBIERZA,2025-06-09T10:08:58Z,269150,4581,582,PT2H4M58S,17
ohEJbwmT5uA,KanalZero,SŁAWOSZ UZNAŃSKI-WIŚNIEWSKI I KOSMICZNA MISJA AX-4 | NAUKOWE ZERO #63,2025-06-09T08:50:00Z,62291,2063,290,PT17M20S,22
aSK-8QC60JE,KanalZero,"7:00 NARODOWA DRAMA: PROBIERZ VS LEWANDOWSKI, ŁYDKA GRUBASA GRA U NAS W STUDIU",2025-06-09T07:51:00Z,73950,1480,81,PT2H40M40S,22
6wiO5Ljqylw,KanalZero,NAJWIĘKSZY PROBLEM POLSKI 2050,2025-06-09T07:30:03Z,313294,6710,115,PT1M12S,22
VRuRjAlOVcs,KanalZero,ZERO ABSOLUTNE #22: REAKCJA KOWALA NA ŻYWO NA DECYZJĘ ROBERTA LEWANDOWSKIEGO,2025-06-08T20:22:55Z,131089,3110,134,PT2H12M24S,22
GHMh-i5LItI,KanalZero,MAZUREK WSKAZUJE CO TRZASKOWSKI BY ZMIENIŁ,2025-06-08T17:30:03Z,288836,4851,112,PT38S,22
iwWa54Ac-WY,KanalZero,MORDERCZY BÓJ O WSZYSTKO - ARDENY 1944 | BITWY - KAMPANIE - WOJNY #37,2025-06-08T17:01:01Z,56257,2471,182,PT41M,22
l26oHFN8JyI,KanalZero,"PARADA WARSZAWSKICH SYRENEK 2025, TAK SIĘ BAWI STOLICA PO WYBORACH",2025-06-08T15:01:10Z,70671,2195,223,PT12M19S,22
2NuAxsOf9FU,KanalZero,ZAMIAST PRACOWAĆ LEPIEJ LENIUCHOWAĆ,2025-06-08T14:00:04Z,91418,2713,176,PT43S,22
bWtF_jxx5oI,KanalZero,"MUSK CHCE RYWALIZOWAĆ Z TRUMPEM? TELEFONY DO PUTINA, NIEMCY WALCZĄ O PRZYWÓDZTWO | ŚWIAT OD ZERA #60",2025-06-08T13:00:58Z,235293,5690,326,PT49M40S,17
mHrS8BqDk9E,KanalZero,MAZUREK O RZĄDZIE TUSKA,2025-06-08T12:01:18Z,84894,2647,67,PT1M18S,22
TPUvlAYkBJY,KanalZero,CO PLANUJE PSL?,2025-06-08T10:30:15Z,85553,2443,139,PT1M57S,22
afcwmJhf7f8,KanalZero,REWOLUCJA W SIECI? CO SIĘ ZMIENI OD 1 LIPCA?,2025-06-08T10:00:04Z,271937,9573,1865,PT17M59S,22
Bk3Z1_gzbsk,KanalZero,"NAWROCKI TRIUMFUJE NAD TUSKIEM, MUSK ""ROZWODZI SIĘ"" Z TRUMPEM | TELEKAMMELA #11",2025-06-08T08:00:11Z,180939,9656,556,PT10M52S,22
EJSKiheUtrY,KanalZero,STANOWSKI O KACZYŃSKIM,2025-06-08T07:04:43Z,1374193,25145,932,PT34S,22
238DP6Jbe7U,KanalZero,PRZERAŻAJĄCE ZBRODNIE W POLSCE XXI WIEKU | KRYMINALNE ZERO #13,2025-06-07T19:00:02Z,86382,2732,417,PT33M10S,22
cdT8U3CpO8s,KanalZero,REPREZENTACJA POLSKI STOI W MIEJSCU,2025-06-07T18:00:34Z,75723,1068,82,PT55S,22
ueF96kfeM-Y,KanalZero,CZY PSL OBALI RZĄD TUSKA? SPRAWDZA MOŻLIWOŚCI KOALICYJNE Z PiS I KONFEDERACJĄ,2025-06-07T17:23:18Z,421494,13521,1506,PT18M58S,22
ci0XOl_wayE,KanalZero,JAK ZAPAMIĘTAMY TUSKA?,2025-06-07T15:30:22Z,50362,906,39,PT1M16S,22
Kfqth-Fhm_0,KanalZero,KURIOZALNA AKCJA POLICJI POD BIEDRONKĄ. ZAWINILI FUNKCJONARIUSZE CZY SYSTEM? | DROGOWE ZERO,2025-06-07T15:00:34Z,258593,8564,1685,PT15M57S,22
WudluXBYzps,KanalZero,"TAK ""PRACOWALIŚMY"" W SZTYNORCIE",2025-06-07T14:00:44Z,95064,1830,68,PT36S,22
2iLrxSCqyyA,KanalZero,ABSURDALNA SYTUACJA Z ROBERTEM LEWANDOWSKIM,2025-06-07T13:30:02Z,109064,1045,144,PT2M46S,22
5MKnofGQKIo,KanalZero,"GEN. RAJMUND ANDRZEJCZAK I MACIEJ WILK: CPK TO NIE FANABERIA, TO KONIECZNOŚĆ | CPK #17",2025-06-07T13:00:15Z,241083,9920,988,PT53M14S,22
WHQuOWAjgZU,KanalZero,"SKANDAL W BERLINIE, POLSCY DYPLOMACI OKLASKUJĄ WYPOWIEDŹ SZKALUJĄCĄ POLSKĘ",2025-06-07T11:05:30Z,419698,19303,4045,PT10M50S,22
06XPjNKnxrM,KanalZero,RZĄD MA KOLEJNE WYMÓWKI,2025-06-07T10:45:00Z,55874,1421,104,PT1M10S,22
gx8UoR-Ng6I,KanalZero,STANOWSKI SZCZERZE O PISIE,2025-06-07T09:01:04Z,1195831,16348,536,PT38S,22
xjGcCzV_RXE,KanalZero,MAZUREK & STANOWSKI #59: HOŁOWNIA NA URLOPIE. POSŁANKA KLNIE NA WIZJI. BODNAR ŚCIGA KAMRATÓW,2025-06-07T07:01:01Z,1055876,40163,2738,PT49M16S,22
__vZd_B5444,KanalZero,"POLSKA - MOŁDAWIA 2:0. POŻEGNANIE GROSICKIEGO. RUDZKI, KOWAL, TWARO, ROSŁOŃ",2025-06-06T22:30:54Z,93643,1847,166,PT1H45M6S,22
IW3Zeg8oIdM,KanalZero,"MAZUREK: UNIEWAŻNIENIE WYBORÓW, ATAK GIERTYCHA I ANALIZA FAKTÓW",2025-06-06T18:27:09Z,1054240,42411,3682,PT17M17S,22
oSBI0XpCPC8,KanalZero,MENTZEN POSIADA 45 TYSIĘCY V-DOLCÓW! CO TO?,2025-06-06T18:00:47Z,123253,1676,75,PT42S,22
nVDUOwJi48M,KanalZero,TO NAJWIĘKSZA TAKA IMPREZA W EUROPIE,2025-06-06T16:45:04Z,19353,173,0,PT1M33S,22
i-EUz3B4gdc,KanalZero,BYŁY SZEF CBA STARŁ SIĘ Z KOMISJĄ DS. PEGASUSA. BYŁA ADWOKAT GIERTYCHA PRZEGLĄDAŁA TOREBKI,2025-06-06T16:10:00Z,283568,9503,1939,PT21M38S,22
iDVxpShqrPM,KanalZero,TAJEMNICA TRUMPA UJAWNIONA?,2025-06-06T14:50:00Z,127061,2668,166,PT2M54S,22
KhUIVUiZsc8,KanalZero,TRIUMF KACZYŃSKIEGO W HISTORYCZNYM POJEDYNKU Z TUSKIEM,2025-06-06T13:05:29Z,236129,9035,994,PT19M44S,22
s8Mu6O2bQVo,KanalZero,NIESTWORZONE OPOWIEŚCI MINISTER DZIEMIANOWICZ-BĄK | AI ZAROBI NA EMERYTURY? | GOSPODARCZE ZERO #63,2025-06-06T11:01:35Z,61474,2654,369,PT20M37S,22
9Gc2j7Wb22w,KanalZero,WYJĄTKOWE WYDARZENIE W POLSCE,2025-06-06T10:30:04Z,24179,188,4,PT2M2S,22
tb4QoWz0Eos,KanalZero,DZIWNA INTERWENCJA POLICJI,2025-06-06T09:45:05Z,2018619,26124,2876,PT49S,22
OtEraOot2Nw,KanalZero,MUSK: DONALD TRUMP JEST NA LIŚCIE EPSTEINA. TRUMP: ELON MUSK ZWARIOWAŁ. WOJNA DAWNYCH PRZYJACIÓŁ,2025-06-06T09:06:34Z,390535,12927,1137,PT24M12S,22
UMrsgq1YmVg,KanalZero,7:00 PIOTR POŁAĆ & AGNIESZKA KOŁODZIEJSKA - PORANEK!,2025-06-06T07:52:43Z,68988,1640,93,PT2H39M6S,22
nLcDOlGzkFs,KanalZero,CZY SĄ ZDROWE CHIPSY? NEGATYWNE SKUTKI JEDZENIA TEJ PRZEKĄSKI | DIETETYCZNE ZERO #8,2025-06-05T18:00:49Z,103061,3307,457,PT29M6S,22
oJJcBUIDIz4,KanalZero,REWOLUCJA DRONOWA. NOWE ZASTOSOWANIA I PRZYSZŁOŚĆ TECHNOLOGII BEZZAŁOGOWEJ | TECHNOLOGICZNE ZERO #13,2025-06-05T16:15:11Z,63970,2118,158,PT39M56S,22
gjy97rtHQrY,KanalZero,ROBERT MAZUREK O PRZYSZŁOŚCI RZĄDU: POWOLNE GNICIE,2025-06-05T13:45:16Z,949800,36083,3152,PT21M3S,22
YcFCRSYKSPc,KanalZero,MĘSKI PROBLEM ZE WZWODEM | ZERO ZNIECZULENIA #55,2025-06-05T11:00:59Z,42183,1416,197,PT17M55S,22
oGCMLUK_1K0,KanalZero,PATOINTELIGENCJA ATAKUJE DZIECKO KAROLA NAWROCKIEGO,2025-06-05T08:00:56Z,673858,42737,5814,PT13M41S,22
0zvIuNAFTzQ,KanalZero,7:00 ODKRYWAMY ARCHEOLOGIĘ…3D. TAJEMNICE NASZYCH GRAFIK I PRACY ZE STANOWSKIM,2025-06-05T07:56:43Z,84475,1841,114,PT2H44M56S,22
g7XJ5s_7FMc,KanalZero,JAN ROKITA PO WYBORACH: CZY GŁOWA DONALDA TUSKA SPADNIE?,2025-06-04T18:30:53Z,613289,27557,2419,PT33M48S,22
ArKai4mNgrk,KanalZero,O CO CHODZI TUSKOWI?,2025-06-04T15:35:00Z,248830,9610,248,PT2M50S,22
golgX4suoMg,KanalZero,CZY OSCAR PISTORIUS Z PREMEDYTACJĄ ZABIŁ REEVĘ STEENKAMP? PROF. HOŁYST ANALIZUJE | NIEPOPRAWNIK #63,2025-06-04T12:01:27Z,68312,2313,194,PT37M5S,22
qQToQ7Nn1Gs,KanalZero,MILIONY OFIAR KRWAWEGO STARCIA NAD SOMMĄ | BITWY - KAMPANIE - WOJNY #36,2025-06-04T10:01:24Z,78418,2793,198,PT41M42S,22
eW01VjA9MZA,KanalZero,REZERWAT PRZYRODY SZTYNORT. GENEZA I JAK DZIAŁA. CZEGO NIE ROBIĆ NA JEZIORZE? | GATUNEK ZERO #62,2025-06-04T08:00:48Z,43122,2040,125,PT39M38S,22
p_sfMws6i3s,KanalZero,7:00 TEDE & TOMASZ WOLNY - PORANEK W SZTYNORCIE!,2025-06-04T07:59:46Z,120408,2631,104,PT2H33M6S,22
W0cLKJ5A588,KanalZero,DLACZEGO PLATFORMA OBYWATELSKA PRZEGRYWA WYBORY?,2025-06-03T20:00:49Z,398142,14399,590,PT2M56S,22
qtioSLP7M1A,KanalZero,MAZUREK & STANOWSKI - LIVE PO WYBORACH,2025-06-03T18:42:30Z,905399,26932,2109,PT1H35M1S,22
dO6cmIPrxB8,KanalZero,LECH KACZYŃSKI – POSTAĆ I ZASŁUGI | PROF. ANDRZEJ NOWAK,2025-06-03T16:15:00Z,100832,4226,592,PT1H24M11S,22
nNXzJUyohqQ,KanalZero,CZY TO CHIŃCZYCY POSTAWIĄ DRUGĄ NOGĘ NA KSIĘŻYCU? | NAUKOWE ZERO #62,2025-06-03T15:31:53Z,52672,1954,136,PT10M55S,22
XzOgc6eV3qU,KanalZero,KOALICJA RZĄDZĄCA W ROZPACZY,2025-06-03T14:45:09Z,541597,18335,508,PT2M1S,22
2lttTIjFsuU,KanalZero,JOANNA SENYSZYN ZAKŁADA PARTIĘ!,2025-06-03T14:15:00Z,72049,934,85,PT2M16S,22
_IPABvxNFX0,KanalZero,BUDDYJSKI MNICH DOŁĄCZA DO KANAŁU ZERO,2025-06-03T13:01:07Z,57382,682,11,PT1M3S,22
VIgLfYhOmm8,KanalZero,"PAŁAC Z XVII WIEKU, MUZEUM I NAJWIĘKSZY PORT NA MAZURACH. HISTORIA SZTYNORTU",2025-06-03T12:01:01Z,49362,1968,142,PT19M48S,22
J27mX_XNdUw,KanalZero,RZĄD JEST PEŁEN NIEUDANYCH MINISTRÓW,2025-06-03T10:00:33Z,154423,3190,125,PT41S,22
-rZ7h41aRNU,KanalZero,STANOWSKI: DLACZEGO RAFAŁ TRZASKOWSKI PRZEGRAŁ WYBORY,2025-06-03T08:31:54Z,1603512,81655,8004,PT22M45S,22
AmS5mGOY5GY,KanalZero,7:00 TEDE & WUWUNIO - PORANEK!,2025-06-03T07:58:45Z,137201,2717,122,PT2H29M36S,22
oy6c_n4yl4c,KanalZero,WIELKA INTEGRACJA KANAŁU ZERO W SZTYNORCIE,2025-06-02T20:15:21Z,645510,16470,644,PT2H2M29S,22
oSwNLHji2sg,KanalZero,KAROL NAWROCKI WYGRYWA WYBORY. DONALD TUSK Z CZERWONĄ KARTKĄ,2025-06-02T13:42:34Z,1330527,48849,5336,PT18M55S,22
55x54Xn8htI,KanalZero,GROUND ZERO #71: NAWROCKI PREZYDENTEM-ELEKTEM. WYZWANIA NA ARENIE MIĘDZYNARODOWEJ,2025-06-02T10:00:06Z,217569,4506,498,PT1H2M25S,22
