video_id,channel_name,title,published_at,view_count,like_count,comment_count,duration,category_id
ECwi2EhnJpc,KanalZero,ILE YOUTUBE NAM PŁACI?,2025-12-16T20:45:01Z,183193,1571,48,PT45S,22
vldKjqVMYQI,KanalZero,TAK ROŚLIŚMY W SOCIAL MEDIA,2025-12-16T20:35:00Z,10252,112,10,PT46S,22
L0IUUWypYk8,KanalZero,WYNIKI KANAŁU ZERO W 2025,2025-12-16T20:15:03Z,21968,295,11,PT46S,22
0mqf0-EmTgI,KanalZero,STANOWSKI: TO BYŁ SZALONY ROK,2025-12-16T20:05:00Z,111641,1730,49,PT2M12S,22
QshZKEMIxFo,KanalZero,"STANOWSKI: ZAROBKI i WYNIKI KANAŁU ZERO, PLANY NA 2026, ODKRYWANIE KART (PRZEMÓWIENIE)",2025-12-16T19:56:02Z,550548,24549,2068,PT47M31S,22
yK0csz82ZwU,KanalZero,MILIARD WYŚWIETLEŃ W 2025 ROKU - NASZ CEL,2025-12-16T19:54:18Z,17923,312,13,PT41S,22
tB9a9ETfVq0,KanalZero,JESTEŚMY JEDEN KROK OD ANTYSEMITYZMU,2025-12-16T19:25:01Z,12642,361,33,PT2M21S,22
D_EBPJQBguo,KanalZero,KANAŁ ZERO MEETUP,2025-12-16T19:18:49Z,244117,6592,235,PT4H17M31S,22
RuSHgVNHBgU,KanalZero,KLAUDIA JACHIRA NA LOTNISKU ZACHOWAŁA SIĘ DZIWNIE,2025-12-16T19:15:01Z,539199,18843,587,PT1M51S,22
v4F4R8X6SKE,KanalZero,ILU? TYLE WICEPRZEWODNICZĄCYCH MA LEWICA,2025-12-16T19:05:00Z,3330,38,1,PT2M15S,22
LL_K7nhCIqU,KanalZero,MINISTER KLIMCZAK ZOSTAŁ OŚMIESZONY I OSZUKANY,2025-12-16T18:55:00Z,9015,133,2,PT2M59S,22
vkraPgWD_Ow,KanalZero,WOLAŁ IŚĆ DO WIĘZIENIE NIŻ MIESZKAĆ Z ŻONĄ,2025-12-16T18:43:18Z,6600,158,5,PT2M17S,22
plOfdGx5is0,KanalZero,AUTENTYCZNOŚĆ W TELEWIZJI A W INTERNECIE,2025-12-16T18:31:06Z,4007,60,3,PT2M59S,22
lgC8_jx8xWQ,KanalZero,TAK WYGLĄDA SPOTKANIE Z KANAŁEM ZERO,2025-12-16T18:31:04Z,17967,278,3,PT23S,22
yup4pgj1kR0,KanalZero,MIEJSCE POLSKI W STRATEGII EUROPY,2025-12-16T18:15:05Z,35639,1099,101,PT2M49S,22
wTWD-_sGmLU,KanalZero,WOJNA DOMOWA W PISIE,2025-12-16T18:01:36Z,2938,47,1,PT1M40S,22
5O4LPJnIzb8,KanalZero,NAJLEPSZA MUZYKA W 2025 ROKU TO ...,2025-12-16T17:01:14Z,3359,27,3,PT42S,22
SJENdI1iN-I,KanalZero,O CO CHODZI W SPRAWIE CENCKIEWICZA?,2025-12-16T17:00:49Z,16035,150,8,PT38S,22
Y9GJtJjwU4o,KanalZero,JAK KORZYSTAMY Z INTERNETU A JAK Z TELEWIZJI,2025-12-16T16:31:01Z,4590,43,0,PT2M59S,22
exOpu4Uzhv4,KanalZero,INTERNET A TELEWIZJA - GDZIE JEST GRANICA?,2025-12-16T16:25:14Z,3609,44,2,PT2M37S,22
hPWrvpu03SQ,KanalZero,DEMOKRATYZACJA FUNDAMENTEM INTERNETU,2025-12-16T16:13:19Z,6888,79,4,PT2M43S,22
FpTTWhvXzdg,KanalZero,"MAZUREK ATAKUJE PIS: SKŁÓCENI, NIEPOTRZEBNI, ZBĘDNI",2025-12-16T16:05:05Z,242639,7188,765,PT20M24S,22
SqfCNY_IsZY,KanalZero,GENERAŁ ANDRZEJCZAK ZAPRASZA NA WYKŁAD,2025-12-16T15:53:37Z,3535,56,4,PT18S,22
440bRbNHUeY,KanalZero,JOANNA PINKWART ZAPRASZA NA PROGRAM,2025-12-16T15:15:01Z,24553,385,22,PT25S,22
-W7z0FfWxa0,KanalZero,KANAŁ ZERO PROSTO Z RZESZOWA,2025-12-16T15:06:53Z,5956,82,2,PT53S,22
bqsTDEnVS-I,KanalZero,CORAZ BLIŻEJ KOŃCA WOJNY?,2025-12-16T14:01:04Z,131932,1437,186,PT1M54S,22
2q9wRoj258Y,KanalZero,JESTEŚMY W DRODZE NA MEETUP,2025-12-16T13:45:00Z,6823,65,1,PT1M55S,22
zGi4WEBdrN4,KanalZero,"CENCKIEWICZ, LEKI I TAJNE INFORMACJE. O CO CHODZI?",2025-12-16T13:24:16Z,93356,3974,508,PT14M13S,22
su19fsQxYH0,KanalZero,CO SIĘ WYDARZY NA MEETUPIE?,2025-12-16T12:45:15Z,7939,81,7,PT51S,22
hX3o9_b0DlU,KanalZero,GAŚNICA VS CHANUKA - SKĄD TEN KONFLIKT?,2025-12-16T12:31:04Z,10611,81,25,PT1M52S,22
A8wjld10Ojw,KanalZero,"OLGA MALINKIEWICZ VS DAWID ZIELIŃSKI - ZARZUTY, DŁUGI, TŁUMACZENIA (SKRÓT GODZINY ZERO)",2025-12-16T11:46:33Z,357967,7434,1829,PT1H15M2S,22
c9GalHn8Dn0,KanalZero,11-LATAKA ZAMORDOWANA. ZABIŁA JĄ 12-LATKA?,2025-12-16T10:35:42Z,39672,485,149,PT1M47S,22
9HbzieeBzYs,KanalZero,"PRZEŁOM NA UKRAINIE? TUSK, ZEŁENSKI, MERZ W BERLINIE. REAKCJA KREMLA",2025-12-16T09:37:29Z,114376,3234,448,PT12M44S,22
ks9HRqSnL7o,KanalZero,7:00 JAK ZOSTAĆ OJCEM IDEALNYM? GŁODEK I BRUNETTI GOTUJĄ PO WŁOSKU,2025-12-16T08:59:52Z,35012,862,52,PT2H40M35S,22
8sujibNjml0,KanalZero,STANOWSKI NIE MOŻE UWIERZYĆ W TĄ UMOWĘ,2025-12-16T08:30:10Z,873578,17247,618,PT2M58S,22
gCxttgr5wrw,KanalZero,"NAWROCKI NIE ZAPALI CHANUKI. BRAUN, GAŚNICA I LECH KACZYŃSKI",2025-12-16T08:22:44Z,83686,3253,2312,PT13M17S,22
VT7I8VqN_mk,KanalZero,NIESPODZIANKI NA MEETUPIE W RZESZOWIE,2025-12-16T08:15:02Z,16560,316,11,PT1M38S,22
rgCFlW8mHl8,KanalZero,SKĄD TAKA OSZCZĘDNOŚĆ?,2025-12-16T08:01:09Z,168358,2901,167,PT2M48S,22
HVbtCBU77ck,KanalZero,DAWID ZIELIŃSKI CELOWO NISZCZYŁ SPÓŁKĘ I SKŁÓCAŁ LUDZI?,2025-12-16T07:45:04Z,28410,383,32,PT2M58S,22
Uxt2dWm1p-0,KanalZero,SAULE TECHNOLOGIES MOŻNA BYŁO URATOWAĆ?,2025-12-16T07:30:26Z,19771,135,15,PT2M56S,22
t9-j0mzKqz0,KanalZero,DLACZEGO TEN PROJEKT ZOSTAŁ PORZUCONY?,2025-12-16T07:15:03Z,17582,156,14,PT1M58S,22
HL617PeXZHI,KanalZero,OSKARŻENIA WOBEC DAWIDA ZIELIŃSKIEGO. HISTORIA MALINKIEWICZ TO NIE PRZYPADEK,2025-12-16T07:00:26Z,166718,3030,175,PT2M57S,22
HyBDtjxDSXA,KanalZero,DAWID ZIELIŃSKI ZAPRZECZA DŁUGOM. JAKA JEST KONDYCJA COLUMBUS ENERGY?,2025-12-16T06:45:03Z,209679,1861,154,PT2M11S,22
Wg0NEBjgg5M,KanalZero,OLGA MALINKIEWICZ BEZ KOMORNIKA? DAWID ZIELIŃSKI TO OBIECAŁ,2025-12-16T06:30:19Z,302010,4804,225,PT1M32S,22
rCAVvWBRDgA,KanalZero,OLGA MALINKIEWICZ BYŁA ROZRZUTNA?,2025-12-15T23:45:03Z,45827,381,55,PT2M54S,22
RvVIM2zl7U8,KanalZero,DLACZEGO NIE BYŁO LINI PRODUKCYJNYCH SAULE? KTO ZAWINIŁ?,2025-12-15T23:35:01Z,74692,673,61,PT1M59S,22
ng15aZTAkvg,KanalZero,KTO CHCIAŁ SPRZEDAĆ TECHNOLOGIĘ NA UKRAINIE?,2025-12-15T23:25:00Z,321090,6594,322,PT2M43S,22
yvufrTknHok,KanalZero,"DAWID ZIELIŃSKI ""ZNA"" CIEKAWYCH LUDZI",2025-12-15T23:15:04Z,265666,4881,289,PT45S,22
YbZ7Ct_DyS4,KanalZero,MARKETING SAULE BYŁ NIEODPOWIEDNI?,2025-12-15T23:05:00Z,28937,463,77,PT3M,22
yUlZj2Dd3gY,KanalZero,SPÓŁKA OLGI MALINKIEWICZ POWINNA ODDAĆ FIRMĘ PAŃSTWU?,2025-12-15T22:55:21Z,20841,166,16,PT2M54S,22
tgJIVcgDcuM,KanalZero,DAWID ZIELIŃSKI CHCE WYJAŚNIĆ SPRAWĘ Z OLGĄ MALINKIEWICZ,2025-12-15T22:45:06Z,13281,77,10,PT39S,22
x5SI2YVVdtA,KanalZero,PO CO W TO ZAINWESTOWAŁ?,2025-12-15T22:35:00Z,68642,639,46,PT1M42S,22
b7SpNzhYzic,KanalZero,DAWID ZIELIŃSKI TŁUMACZY TELEFON DO OLGI MALINKIEWICZ,2025-12-15T22:26:33Z,17567,85,13,PT1M5S,22
X7iP61pa6GE,KanalZero,GODZINA ZERO #154: KRZYSZTOF STANOWSKI I DAWID ZIELIŃSKI,2025-12-15T22:21:51Z,711248,15030,4374,PT3H10M20S,22
JFR2JX8V41k,KanalZero,KTO ODPOWIADA ZA ZAMACH W AUSTRALII,2025-12-15T21:00:31Z,11108,247,23,PT1M54S,22
RRWeRlg1Dt0,KanalZero,GROUND ZERO #99: JAK POKONAĆ ROSJĘ? GOŚĆ GEN. MARTIN HEREM,2025-12-15T17:53:37Z,33523,1274,189,PT1H20M45S,22
aCQM7r2REMw,KanalZero,TO TUTAJ SIĘ SPOTKAMY,2025-12-15T17:34:49Z,9349,119,3,PT1M43S,22
srvMlOe0gEQ,KanalZero,MAGAZYN ZERO Z AUTOGRAFEM MOŻE BYĆ TWÓJ,2025-12-15T16:45:12Z,13453,137,9,PT17S,22
LCAD8vU9kkU,KanalZero,POLSCY ŻOŁNIERZE W TURCJI! CO TU ROBIĄ?,2025-12-15T16:30:15Z,5918,89,8,PT1M15S,22
Zgf4WbD2ZVQ,KanalZero,"ZAMACH W SYDNEY: TEORIE SPISKOWE, ISIS, REAKCJA IZRAELA. CO TAM SIĘ STAŁO?",2025-12-15T16:15:26Z,57900,2101,297,PT7M45S,22
67XivlQfVs4,KanalZero,JAK IM POSZŁO?,2025-12-15T16:04:57Z,4894,48,2,PT1M30S,22
tuKB11y16yw,KanalZero,WALKA O SZKOŁĘ! CZY WÓJT ZMIENI DECYZJĘ?,2025-12-15T15:30:42Z,14505,210,18,PT54S,22
sb4NdH4SC3w,KanalZero,SPOTKAJ SIĘ Z NAMI NA MEETUPIE W RZESZOWIE,2025-12-15T15:15:08Z,7949,137,1,PT1M22S,22
zNDxWyrauj0,KanalZero,MISJA POLSKICH ŻOŁNIERZY W TURCJI: PO CO? JAK Z TEGO KORZYSTAMY? SZEF MON W ANKARZE,2025-12-15T15:02:02Z,51150,1863,241,PT10M15S,22
82JhTPCFTSs,KanalZero,ZAPOWIEDŹ CZARZASTEGO BUDZI ŚMIECH,2025-12-15T14:45:01Z,26472,442,91,PT28S,22
sRgItWvxetQ,KanalZero,ZADŁUŻAMY SIĘ NA ŚWIĘTA! DLACZEGO?,2025-12-15T14:25:01Z,10049,68,6,PT1M5S,22
g60jZ7tirVg,KanalZero,CZARZASTY NIEWIELE JUŻ MOŻE ZROBIĆ,2025-12-15T14:05:01Z,18094,382,18,PT19S,22
2nBOlPSh9uA,KanalZero,CZEGO PRAGNIE CZARZASTY?,2025-12-15T13:45:00Z,50791,1067,91,PT33S,22
8UiyMpDGrDU,KanalZero,250 DZIECI STRACI SZKOŁĘ. POWÓD: USTAWA O OBRONIE CYWILNEJ,2025-12-15T13:30:20Z,51633,2074,369,PT21M51S,22
T-Q8hb_bK3c,KanalZero,MAMY REALNĄ SIŁĘ SPRAWCZĄ!,2025-12-15T12:45:06Z,4962,76,2,PT32S,22
9YGuxIN40DY,KanalZero,POJEDYNEK W RZUTKI: WARGA VS WUWUNIO,2025-12-15T12:30:12Z,2767,22,0,PT2M55S,22
PgLhFcGzAAw,KanalZero,CZARZASTY CHCE WALCZYĆ Z NAWROCKIM. MAZUREK: JEST SKAZANY NA PORAŻKĘ,2025-12-15T12:00:49Z,472873,21071,2659,PT16M43S,22
5wHqtMpyICE,KanalZero,ZROBILIŚMY TO RAZEM. DZIĘKUJĘMY!,2025-12-15T11:31:33Z,4771,82,1,PT1M2S,22
fwCpEOzzLPQ,KanalZero,KOWAL: W LEGII SKOMPROMITOWALI SIĘ WSZYSCY,2025-12-15T11:19:09Z,44057,909,77,PT2H8M5S,22
9OAum-Hj8Wk,KanalZero,"KAŻDY POTRZEBUJĄCY DOSTANIE SZLACHETNĄ PACZKĘ. TO DZIĘKI WAM, WIDZOWIE",2025-12-15T10:14:36Z,20440,1620,102,PT12M32S,22
rbVKViqTyLQ,KanalZero,JAKI SENS MIAŁA TA ZMIANA?,2025-12-15T09:53:54Z,19486,217,12,PT54S,22
XFcIv3isZv8,KanalZero,7:00 WARGA & WUWUNIO - PORANEK!,2025-12-15T09:31:51Z,30642,757,25,PT2H37M21S,22
DqaOMl09BMA,KanalZero,ZNANY REŻYSER I JEGO ŻONA ZOSTALI ZABICI,2025-12-15T08:45:02Z,12312,95,3,PT29S,22
hbo4I0bJCFY,KanalZero,KOBIETY SĄ DYSKRYMINOWANE W MOTOSPORCIE?,2025-12-15T08:30:22Z,2914,21,0,PT36S,22
U8fXghkf1gU,KanalZero,REBRANDING CPK TO KPINA. INTERNETOWI TROLLE WYJAŚNILI RZĄDZĄCYCH,2025-12-15T08:00:38Z,172226,8818,1231,PT10M21S,22
ZU9VbNqDtjQ,KanalZero,RODZINA ŻONY HITLERA POSIADA POLSKIE KOSZTOWNOŚCI,2025-12-15T07:30:17Z,1689350,25485,917,PT1M33S,22
CI4NyWiMBY0,KanalZero,MALINKIEWICZ NIE BYŁA JEDYNA,2025-12-15T07:00:09Z,104457,1512,57,PT1M29S,22
wyYnbCZ-UQ8,KanalZero,CHCĄ ZABRAĆ NAWROCKIEMU PIENIĄDZE,2025-12-15T06:30:30Z,16052,366,38,PT44S,22
xWEMeNqtNSA,KanalZero,SKĄD SIĘ WZIĄŁ PSEUDONIM TIGER?,2025-12-14T22:40:00Z,40593,139,8,PT43S,22
oJTAtWzrje4,KanalZero,ILE ZAROBIŁ DARIUSZ MICHALCZEWSKI ZA WALKI?,2025-12-14T22:20:00Z,546864,1460,108,PT41S,22
sYuLSw-5ndE,KanalZero,JAK MICHALCZEWSKI POZNAŁ SCORPIONSÓW?,2025-12-14T22:01:01Z,107034,446,11,PT1M1S,22
dVTJqK6np1U,KanalZero,ZERO ABSOLUTNE #34: DARIUSZ MICHALCZEWSKI,2025-12-14T21:26:05Z,84708,2632,196,PT2H6M56S,22
XIIJCFfteIE,KanalZero,WIZYTA MINISTRA OBRONY NARODOWEJ W TURCJI,2025-12-14T19:54:43Z,9670,85,37,PT44S,22
5juYkvg9sO8,KanalZero,BOHATER ZAMACHU W AUSTRALII,2025-12-14T19:26:36Z,313056,4703,707,PT42S,22
U3cK7aH27Rc,KanalZero,TEN WYNIK ZASKOCZYŁ WSZYSTKICH,2025-12-14T18:17:05Z,182515,493,10,PT15S,22
ZH9lP6isW2s,KanalZero,ISLAMSCY TERRORYŚCI ZAATAKOWALI AUSTRALIĘ. NA PLAŻY BONDI W SYDNEY ODBYWAŁY SIĘ UROCZYSTOŚCI CHANUKI,2025-12-14T17:49:29Z,292054,7255,2471,PT8M19S,22
BTKqU5tkPuk,KanalZero,JAK LUBOMIRSCY ZBUDOWALI MAJĄTEK SKORO WSZYSTKO IM ZABRANO?,2025-12-14T17:45:01Z,335649,2569,287,PT3M,22
5DHybnxo6Fg,KanalZero,NAWROCKI SPOTKA SIĘ Z ZEŁEŃSKIM!,2025-12-14T17:15:00Z,24395,445,41,PT55S,22
Sw_oBmDW0BE,KanalZero,"WIZNA 1939 - HEROICZNA OBRONA POLSKICH ŻOŁNIERZY | BITWY, KAMPANIE, WOJNY #61",2025-12-14T17:02:03Z,29388,1509,117,PT54M54S,22
c-IoNDnDlJA,KanalZero,USTAWA ŁAŃCUCHOWA BARDZO MU POMOGŁA,2025-12-14T16:45:05Z,30590,515,27,PT2M58S,22
spJqSOfW8PI,KanalZero,ARLETA BOJKE UPOKORZYŁA STANOWSKIEGO. NIE MÓGŁ W TO UWIERZYĆ,2025-12-14T16:15:06Z,571071,3921,120,PT43S,22
6phnuKBV3IE,KanalZero,KTO I JAK OBCHODZI PODATEK CUKROWY? | DIETETYCZNE ZERO #21,2025-12-14T16:00:17Z,21470,797,99,PT36M19S,22
RQyQd4ctjUY,KanalZero,JOANNA PINKWART OCENIA BARBARĘ NOWACKĄ,2025-12-14T15:45:02Z,20376,187,36,PT31S,22
y5ZnZuZkeWU,KanalZero,TURCJA - TUTAJ TRENUJĄ POLSCY ŻOŁNIERZE,2025-12-14T15:34:42Z,8341,110,9,PT36S,22
Wv_XONsS9Pc,KanalZero,"38 RZECZY, KTÓRE WK@&€?@ W RZESZOWIE",2025-12-14T15:00:27Z,69779,3280,421,PT12M36S,22
VYLHCjhE6I8,KanalZero,FILM 10/10 TEGO ROKU TO ....,2025-12-14T14:30:22Z,32080,348,82,PT28S,22
lA9FblXwsUw,KanalZero,ROZMOWY TRUMP-ŁUKASZENKA. BABISZ ZNÓW PREMIEREM. NIEMCY WSPIERAJĄ IZRAEL | ŚWIAT OD ZERA #86,2025-12-14T14:01:15Z,83381,2481,186,PT1H59S,22
-m0WP0TcINw,KanalZero,LUBOMIRSKI WSTYDZI SIĘ JAKIEGOŚ PRZODKA?,2025-12-14T13:50:31Z,208932,1153,65,PT43S,22
i_y8vsdO7d8,KanalZero,CZARZASTY UDERZA W NAWROCKIEGO,2025-12-14T13:15:13Z,23261,137,313,PT1M46S,22
h5U1g-JZ1pM,KanalZero,"KOALICJA NAWROCKIEGO, MENTZENA, BRAUNA I PISU TO KOALICJA ZŁA",2025-12-14T13:09:08Z,35517,215,424,PT42S,22
e-mjpa3i4e8,KanalZero,KOSINIAK-KAMYSZ W TURCJI. ODWIEDZA POLSKI KONTYNGENT WOJSKOWY,2025-12-14T12:55:00Z,10421,86,34,PT1M16S,22
ogpSyj0dQP4,KanalZero,"MARNOWANIE POTENCJAŁU POLSKICH NAUKOWCÓW, GENIALNE ODKRYCIA I SUPER INTELIGENCJA | TYGODNIK PSYLLOSA",2025-12-14T12:43:31Z,18489,796,62,PT20M55S,22
rJOBwj_Jz5g,KanalZero,UPADEK SIKORSKIEGO?,2025-12-14T12:19:48Z,17831,418,50,PT53S,22
u-Ojkr0OH0A,KanalZero,25 LAT WIĘZIENIA ZA NIEWINNOŚĆ. PORAŻKA WYMIARU SPRAWIEDLIWOŚCI,2025-12-14T11:57:02Z,716675,9059,409,PT1M12S,22
_3w2h9JdVC8,KanalZero,STRZELANINA NA PLAŻY. TRAGEDIA W AUSTRALII,2025-12-14T11:20:06Z,314023,4144,809,PT50S,22
8gr4tXgux6Q,KanalZero,JAK WYGLĄDAŁA ROZPRAWA Z NATALIĄ JANOSZEK?,2025-12-14T10:30:10Z,5880,64,0,PT23S,22
uZe_56LiMe4,KanalZero,AUTOBUS SPADŁ ZE SKARPY W RZESZOWIE. PODRÓŻOWALI BIAŁORUSINI,2025-12-14T10:15:56Z,72926,611,37,PT32S,22
IR8sPSuzR-Q,KanalZero,"PRZEKORCZYŁ PRĘDKOŚĆ O 1 KILOMETR, DOSTAŁ MANDAT | DROGOWE ZERO",2025-12-14T10:00:25Z,47295,1905,414,PT16M36S,22
AzHlnR0ZsNg,KanalZero,STRZELANINA NA UNIWERSYTECIE,2025-12-14T09:46:18Z,30753,564,72,PT57S,22
DJIzFrLEXA4,KanalZero,SUKCES MINISTERSTWA ZDROWIA,2025-12-14T09:30:06Z,5916,83,11,PT1M,22
hzMaec_k7RA,KanalZero,"LEWANDOWSKI, SZCZĘSCNY, BŁASZCZYKOWSKI WPŁYWALI NA SWOJE FILMY?",2025-12-14T09:01:10Z,15439,170,2,PT2M17S,22
NohDVlDpK9Y,KanalZero,SUTRYK MA SPORE KŁOPOTY,2025-12-14T08:30:11Z,28473,630,25,PT39S,22
xirTn4djCjs,KanalZero,ZEMSTA ZA WETO PREZYDENTA. KOALICJA CHCE ODEBRAĆ 217 MLN Z BUDŻETU KANCELARII PREZYDENTA,2025-12-14T08:01:25Z,74491,3404,660,PT10M8S,22
HNmC7JZKLuI,KanalZero,NAWROCKI PRZEMAWIA W 44. ROCZNICĘ WPROWADZENIA STANU WOJENNEGO,2025-12-13T19:49:37Z,136121,6164,446,PT2M2S,22
IHxZ5qtJzfA,KanalZero,NAWROCKI O KOMUNIZMIE,2025-12-13T19:47:45Z,38698,1651,112,PT1M24S,22
gI2ahroadyA,KanalZero,CAŁE PRZEMÓWIENIE NAWROCKIEGO W 44. ROCZNICĘ WPROWADZENIA STANU WOJENNEGO,2025-12-13T19:25:26Z,68870,4588,679,PT9M32S,22
00tSbtOtfGM,KanalZero,"UMOCNIŁ WALUTĘ, UZDROWIŁ HANDEL, ZAINICJOWAŁ WIELE INWESTYCJI - KSIĄŻĘ DRUCKI-LUBECKI",2025-12-13T19:00:02Z,28390,1662,147,PT1H17M21S,22
muc5tXB6Gy4,KanalZero,"RANKING ""SUKCESÓW"" TUSKA (FILM KONFEDERACJI)",2025-12-13T18:01:01Z,31096,1766,253,PT38M39S,22
-8hLkoeY49o,KanalZero,LESZCZYNA I SOBIERAŃSKA-GRENDA - OCENIAMY MINISTRÓW ZDROWIA. DWA LATA RZĄDU,2025-12-13T17:00:00Z,24990,1258,122,PT20M9S,22
bxs7kkTTpAs,KanalZero,GAPEK PODJĄŁ WYZWANIE,2025-12-13T16:45:04Z,21138,157,6,PT1M17S,22
WpsNsG6FUV8,KanalZero,STANOWSKI MUSI ZAPŁACIĆ PRZEZ WIDZÓW,2025-12-13T16:30:11Z,6999,125,7,PT21S,22
KFrrFGz6F6k,KanalZero,PROSZĘ NIE PRZERYWAĆ,2025-12-13T16:15:09Z,89744,1290,35,PT37S,22
wsnA3e_AU-Y,KanalZero,ŁUKASZENKA DOGADAŁ SIĘ Z TRUMPEM. BIAŁORUŚ WYPUSZCZA 123 WIĘŹNIÓW POLITYCZNYCH,2025-12-13T15:51:49Z,18254,269,38,PT1M8S,22
NCip-cW7hcI,KanalZero,STANOWSKI O ABSURDALNEJ DECYZJI SĄDU,2025-12-13T15:30:15Z,14258,245,6,PT30S,22
tququyKQoFg,KanalZero,ARYSTOKRACJA JADA OGONY BOBRÓW?,2025-12-13T15:15:06Z,200155,2081,130,PT1M25S,22
J5XSCP9hkuE,KanalZero,"DOMAŃSKI, KLIMCZAK, BALCZUN - OCENIAMY MINISTRÓW. DWA LATA RZĄDU",2025-12-13T15:00:37Z,34255,1646,125,PT24M30S,22
gxLu_C_r0mw,KanalZero,NAWROCKI I ŻUREK WSPÓŁPRACUJĄ! NOWY PROGRAM TO WIELKI SUKCES,2025-12-13T14:45:05Z,6545,126,6,PT2M9S,22
pQdwZN9tAQE,KanalZero,WIĘZIŁA MĘŻA W KOJCU DLA PSÓW. A PSY BIEGAŁY WOLNO,2025-12-13T14:30:45Z,8486,104,9,PT1M15S,22
3s_ls4z_euI,KanalZero,NAWROCKI TRACI POPARCIE. JUŻ NIKT GO NIE LUBI,2025-12-13T14:15:00Z,121588,1402,332,PT1M25S,22
1jR3_9Jqsfs,KanalZero,"MAREK N. NIEWINNY - SĄD SKAZAŁ NIE TEGO GANGSTERA, ZABÓJCA NADAL NA WOLNOŚCI",2025-12-13T14:00:04Z,66691,1645,189,PT22M30S,22
Hb285doiyQk,KanalZero,KOLEJNA PORAŻKA SZYMONA HOŁOWNI?,2025-12-13T13:45:02Z,6328,76,3,PT47S,22
uQi99QdGnOg,KanalZero,HERB SZLACHECKI KRZYSZTOFA STANOWSKIEGO,2025-12-13T13:30:57Z,374381,3930,109,PT1M10S,22
4KY0OYo9R-w,KanalZero,LUBISZ RAP LAT 90? ZOBACZ TEN DOKUMENT,2025-12-13T13:10:00Z,3756,36,1,PT1M43S,22
Ux3nQ45aS8A,KanalZero,SIKOR? A CO TO JEST?,2025-12-13T13:01:07Z,42796,253,39,PT29S,22
Z-icXqwxXFA,KanalZero,KRYCHOWIAK WKURZYŁ MATĘ. TEN NAGRAŁ DISS,2025-12-13T12:45:05Z,102794,451,8,PT56S,22
_hkzCmTmPfA,KanalZero,KRZYSZTOF STANOWSKI W KORONIE,2025-12-13T12:30:52Z,26024,129,2,PT13S,22
XDEvPX9I9q8,KanalZero,CZESI ZAWIEDLI POLAKÓW. MNÓSTWO POSZKODOWANYCH,2025-12-13T12:15:04Z,809681,15097,1004,PT1M13S,22
xQ6LnUyzVRk,KanalZero,"SIENKIEWICZ, WIECZOREK, NOWACKA - OCENIAMY MINISTRÓW. DWA LATA RZĄDU",2025-12-13T12:01:54Z,131194,4643,334,PT28M27S,22
SdJVshPIEUE,KanalZero,TUSK OSZKUAŁ BARBERA?,2025-12-13T11:45:11Z,40835,675,88,PT54S,22
fCm0VC5dfoc,KanalZero,POLSKI ZWIĄZAEK ŁOWIECKI ORGANIZACJĄ PRZESTĘPCZĄ?,2025-12-13T11:30:40Z,4431,18,8,PT18S,22
2KFS8BI3Yp8,KanalZero,STANOWSKI JAK BANKOMAT DLA SĄDU,2025-12-13T11:15:01Z,4819,77,2,PT10S,22
kDfvc7JDnCA,KanalZero,WALKA Z SOCIAL MEDIA TRWA,2025-12-13T11:01:24Z,4687,82,21,PT1M53S,22
dqfeCtux6is,KanalZero,POWINNIŚMY ZBOJKOTOWAĆ EUROWIZJĘ?,2025-12-13T10:45:04Z,26182,439,23,PT1M39S,22
xUbD6nEHhYw,KanalZero,MATA VS NAWROCKI VS PLATFORMA OBYWATELSKA,2025-12-13T10:30:41Z,20854,211,14,PT53S,22
IaqIOxvpMro,KanalZero,JAK KSIĄŻE WKRĘCIŁ MEDIA?,2025-12-13T10:15:01Z,369288,2830,97,PT1M44S,22
UQmDdR68ffg,KanalZero,"SIKORSKI, KIERWIŃSKI, KOSINIAK-KAMYSZ. OCENIAMY MINISTRÓW. DWA LATA RZĄDU",2025-12-13T10:00:49Z,115918,4159,469,PT27M19S,22
O3W6nn9f4fk,KanalZero,CD PROEJKT MA AMBITNE PLANY,2025-12-13T09:45:04Z,27860,998,36,PT2M9S,22
zAD11Q-WgD0,KanalZero,MAZUREK NIE WYTRZYMAŁ GDY TO USŁYSZAŁ,2025-12-13T09:30:41Z,24498,792,107,PT1M39S,22
u_C9W3G_JB8,KanalZero,CO BYŁO NA TAJNYM POSIEDZENIU SEJMU?,2025-12-13T09:15:11Z,18876,398,5,PT1M25S,22
WN6X8iC55r4,KanalZero,STANOWSKI JEST KSIĘCIEM!,2025-12-13T09:00:45Z,157948,1188,73,PT1M12S,22
7JArKvws60U,KanalZero,PAKUJEMY SZLACHETNĄ PACZKĘ,2025-12-13T08:45:00Z,8469,185,10,PT28S,22
P-7xwfMuzTk,KanalZero,LUBOMIRSKI JAK GRZEGORZ BRAUN,2025-12-13T08:30:14Z,780516,4849,541,PT1M,22
AXo-3BSlEyg,KanalZero,MAZUREK & STANOWSKI #78 - NAWROCKI I KONFLIKT Z MATĄ? TUSK U BARBERA. CO DALEJ Z SUTRYKIEM?,2025-12-13T08:00:09Z,714778,24635,1704,PT38M43S,22
sx6evYXDq18,KanalZero,ZAMIAST SZPITALI BĘDĄ STACJE BENZYNOWE,2025-12-13T07:30:24Z,35132,1421,62,PT2M1S,22
